DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,CYCLE,N,READ_RATE
80,1,23,10761485,e20051397201014718904e81,1,4,1.000
90,0,0,0,e20051397201014718904e81,5,4,0.000
100,1,115,11287565,e20051397201014718904e81,1,4,1.000
110,1,83,5519885,e20051397201014718904e81,1,4,1.000
120,0,0,0,e20051397201014718904e81,5,4,0.000
130,0,0,0,e20051397201014718904e81,5,4,0.000
140,0,0,0,e20051397201014718904e81,5,4,0.000
150,0,0,0,e20051397201014718904e81,5,4,0.000
160,0,0,0,e20051397201014718904e81,5,4,0.000
170,0,0,0,e20051397201014718904e81,5,4,0.000
180,0,0,0,e20051397201014718904e81,5,4,0.000
190,0,0,0,e20051397201014718904e81,5,4,0.000
200,0,0,0,e20051397201014718904e81,5,4,0.000
10,1,246,11287565,e20051397201014718904e81,1,5,1.000
20,1,204,5519885,e20051397201014718904e81,1,5,1.000
30,1,171,10761485,e20051397201014718904e81,1,5,1.000
40,1,139,16529165,e20051397201014718904e81,1,5,1.000
50,1,75,11287565,e20051397201014718904e81,1,5,1.000
60,1,25,5519885,e20051397201014718904e81,1,5,1.000
70,1,88,10761485,e20051397201014718904e81,1,5,1.000
80,1,116,16529165,e20051397201014718904e81,1,5,1.000
90,1,114,11287565,e20051397201014718904e81,1,5,1.000
100,1,102,5519885,e20051397201014718904e81,2,5,0.500
110,1,116,10761485,e20051397201014718904e81,1,5,1.000
120,1,85,16529165,e20051397201014718904e81,1,5,1.000
130,1,54,11287565,e20051397201014718904e81,2,5,0.500
140,0,0,0,e20051397201014718904e81,5,5,0.000
150,0,0,0,e20051397201014718904e81,5,5,0.000
160,0,0,0,e20051397201014718904e81,5,5,0.000
170,0,0,0,e20051397201014718904e81,5,5,0.000
180,0,0,0,e20051397201014718904e81,5,5,0.000
190,0,0,0,e20051397201014718904e81,5,5,0.000
200,0,0,0,e20051397201014718904e81,5,5,0.000
10,1,206,10761485,e20051397201014718904e81,1,6,1.000
20,1,204,16529165,e20051397201014718904e81,1,6,1.000
30,1,196,11287565,e20051397201014718904e81,1,6,1.000
40,1,182,5519885,e20051397201014718904e81,1,6,1.000
50,1,151,10761485,e20051397201014718904e81,1,6,1.000
60,1,104,16529165,e20051397201014718904e81,1,6,1.000
70,1,56,11287565,e20051397201014718904e81,1,6,1.000
80,1,87,5519885,e20051397201014718904e81,1,6,1.000
90,1,112,10761485,e20051397201014718904e81,1,6,1.000
100,0,0,0,e20051397201014718904e81,5,6,0.000
110,1,80,11287565,e20051397201014718904e81,2,6,0.500
120,0,0,0,e20051397201014718904e81,5,6,0.000
130,0,0,0,e20051397201014718904e81,5,6,0.000
140,0,0,0,e20051397201014718904e81,5,6,0.000
150,0,0,0,e20051397201014718904e81,5,6,0.000
160,0,0,0,e20051397201014718904e81,5,6,0.000
170,0,0,0,e20051397201014718904e81,5,6,0.000
180,0,0,0,e20051397201014718904e81,5,6,0.000
190,0,0,0,e20051397201014718904e81,5,6,0.000
200,0,0,0,e20051397201014718904e81,5,6,0.000
10,1,249,11287565,e20051397201014718904e81,1,7,1.000
20,1,231,5519885,e20051397201014718904e81,1,7,1.000
30,1,203,10761485,e20051397201014718904e81,1,7,1.000
40,1,28,16529165,e20051397201014718904e81,1,7,1.000
50,1,139,11287565,e20051397201014718904e81,1,7,1.000
60,1,137,5519885,e20051397201014718904e81,1,7,1.000
70,1,120,10761485,e20051397201014718904e81,1,7,1.000
80,1,118,16529165,e20051397201014718904e81,1,7,1.000
90,1,86,11287565,e20051397201014718904e81,1,7,1.000
100,0,0,0,e20051397201014718904e81,5,7,0.000
110,1,7,10761485,e20051397201014718904e81,2,7,0.500
120,1,39,16529165,e20051397201014718904e81,1,7,1.000
130,1,6,11287565,e20051397201014718904e81,5,7,0.200
140,1,85,5519885,e20051397201014718904e81,5,7,0.200
150,0,0,0,e20051397201014718904e81,5,7,0.000
160,0,0,0,e20051397201014718904e81,5,7,0.000
170,0,0,0,e20051397201014718904e81,5,7,0.000
180,0,0,0,e20051397201014718904e81,5,7,0.000
190,0,0,0,e20051397201014718904e81,5,7,0.000
200,0,0,0,e20051397201014718904e81,5,7,0.000
10,1,206,5519885,e20051397201014718904e81,1,8,1.000
20,1,205,10761485,e20051397201014718904e81,1,8,1.000
30,1,194,16529165,e20051397201014718904e81,1,8,1.000
40,1,167,11287565,e20051397201014718904e81,1,8,1.000
50,1,137,5519885,e20051397201014718904e81,1,8,1.000
60,1,119,10761485,e20051397201014718904e81,1,8,1.000
70,1,24,16529165,e20051397201014718904e81,1,8,1.000
80,1,102,11287565,e20051397201014718904e81,1,8,1.000
90,1,96,5519885,e20051397201014718904e81,1,8,1.000
100,1,112,10761485,e20051397201014718904e81,3,8,0.333
110,1,71,16529165,e20051397201014718904e81,2,8,0.500
120,1,71,11287565,e20051397201014718904e81,1,8,1.000
130,0,0,0,e20051397201014718904e81,5,8,0.000
140,0,0,0,e20051397201014718904e81,5,8,0.000
150,0,0,0,e20051397201014718904e81,5,8,0.000
160,0,0,0,e20051397201014718904e81,5,8,0.000
170,0,0,0,e20051397201014718904e81,5,8,0.000
180,0,0,0,e20051397201014718904e81,5,8,0.000
190,0,0,0,e20051397201014718904e81,5,8,0.000
200,0,0,0,e20051397201014718904e81,5,8,0.000
10,1,251,10761485,e20051397201014718904e81,1,9,1.000
20,1,224,16529165,e20051397201014718904e81,1,9,1.000
30,1,213,11287565,e20051397201014718904e81,1,9,1.000
40,1,138,5519885,e20051397201014718904e81,1,9,1.000
50,1,122,10761485,e20051397201014718904e81,1,9,1.000
60,1,25,16529165,e20051397201014718904e81,1,9,1.000
70,1,104,11287565,e20051397201014718904e81,1,9,1.000
80,1,98,5519885,e20051397201014718904e81,1,9,1.000
90,1,84,10761485,e20051397201014718904e81,1,9,1.000
100,0,0,0,e20051397201014718904e81,5,9,0.000
110,1,38,11287565,e20051397201014718904e81,2,9,0.500
120,1,40,5519885,e20051397201014718904e81,2,9,0.500
130,0,0,0,e20051397201014718904e81,5,9,0.000
140,0,0,0,e20051397201014718904e81,5,9,0.000
150,0,0,0,e20051397201014718904e81,5,9,0.000
160,0,0,0,e20051397201014718904e81,5,9,0.000
170,0,0,0,e20051397201014718904e81,5,9,0.000
180,0,0,0,e20051397201014718904e81,5,9,0.000
190,0,0,0,e20051397201014718904e81,5,9,0.000
200,0,0,0,e20051397201014718904e81,5,9,0.000
10,1,222,11287565,e20051397201014718904e81,1,10,1.000
20,1,190,5519885,e20051397201014718904e81,1,10,1.000
30,1,201,10761485,e20051397201014718904e81,1,10,1.000
40,1,178,16529165,e20051397201014718904e81,1,10,1.000
50,1,167,11287565,e20051397201014718904e81,1,10,1.000
60,1,103,5519885,e20051397201014718904e81,1,10,1.000
70,1,103,10761485,e20051397201014718904e81,1,10,1.000
80,1,71,16529165,e20051397201014718904e81,1,10,1.000
90,0,0,0,e20051397201014718904e81,5,10,0.000
100,1,115,5519885,e20051397201014718904e81,2,10,0.500
110,0,0,0,e20051397201014718904e81,5,10,0.000
120,0,0,0,e20051397201014718904e81,5,10,0.000
130,0,0,0,e20051397201014718904e81,5,10,0.000
140,0,0,0,e20051397201014718904e81,5,10,0.000
150,0,0,0,e20051397201014718904e81,5,10,0.000
160,0,0,0,e20051397201014718904e81,5,10,0.000
170,0,0,0,e20051397201014718904e81,5,10,0.000
180,0,0,0,e20051397201014718904e81,5,10,0.000
190,0,0,0,e20051397201014718904e81,5,10,0.000
200,0,0,0,e20051397201014718904e81,5,10,0.000
10,1,237,16529165,e20051397201015018904e75,1,1,1.000
20,1,221,11287565,e20051397201015018904e75,1,1,1.000
30,1,203,5519885,e20051397201015018904e75,1,1,1.000
40,1,177,10761485,e20051397201015018904e75,1,1,1.000
50,1,169,16529165,e20051397201015018904e75,1,1,1.000
60,1,153,11287565,e20051397201015018904e75,1,1,1.000
70,1,73,5519885,e20051397201015018904e75,1,1,1.000
80,1,9,10761485,e20051397201015018904e75,1,1,1.000
90,1,103,16529165,e20051397201015018904e75,1,1,1.000
100,1,113,11287565,e20051397201015018904e75,1,1,1.000
110,1,96,5519885,e20051397201015018904e75,1,1,1.000
120,1,82,10761485,e20051397201015018904e75,1,1,1.000
130,0,0,0,e20051397201015018904e75,5,1,0.000
140,0,0,0,e20051397201015018904e75,5,1,0.000
150,0,0,0,e20051397201015018904e75,5,1,0.000
160,0,0,0,e20051397201015018904e75,5,1,0.000
170,0,0,0,e20051397201015018904e75,5,1,0.000
180,0,0,0,e20051397201015018904e75,5,1,0.000
190,0,0,0,e20051397201015018904e75,5,1,0.000
200,0,0,0,e20051397201015018904e75,5,1,0.000
10,1,224,11287565,e20051397201015018904e75,1,2,1.000
20,1,209,5519885,e20051397201015018904e75,1,2,1.000
30,1,199,10761485,e20051397201015018904e75,1,2,1.000
40,1,169,16529165,e20051397201015018904e75,1,2,1.000
50,1,122,11287565,e20051397201015018904e75,1,2,1.000
60,1,9,5519885,e20051397201015018904e75,1,2,1.000
70,1,40,10761485,e20051397201015018904e75,1,2,1.000
80,1,102,16529165,e20051397201015018904e75,1,2,1.000
90,1,98,11287565,e20051397201015018904e75,1,2,1.000
100,0,0,0,e20051397201015018904e75,5,2,0.000
110,0,0,0,e20051397201015018904e75,5,2,0.000
120,0,0,0,e20051397201015018904e75,5,2,0.000
130,0,0,0,e20051397201015018904e75,5,2,0.000
140,0,0,0,e20051397201015018904e75,5,2,0.000
150,0,0,0,e20051397201015018904e75,5,2,0.000
160,0,0,0,e20051397201015018904e75,5,2,0.000
170,0,0,0,e20051397201015018904e75,5,2,0.000
180,0,0,0,e20051397201015018904e75,5,2,0.000
190,0,0,0,e20051397201015018904e75,5,2,0.000
200,0,0,0,e20051397201015018904e75,5,2,0.000
10,1,191,11287565,e20051397201015018904e75,1,3,1.000
20,1,220,5519885,e20051397201015018904e75,1,3,1.000
30,1,172,10761485,e20051397201015018904e75,1,3,1.000
40,1,76,16529165,e20051397201015018904e75,1,3,1.000
50,1,92,11287565,e20051397201015018904e75,1,3,1.000
60,1,11,5519885,e20051397201015018904e75,1,3,1.000
70,1,120,10761485,e20051397201015018904e75,1,3,1.000
80,1,133,16529165,e20051397201015018904e75,1,3,1.000
90,1,144,11287565,e20051397201015018904e75,1,3,1.000
100,0,0,0,e20051397201015018904e75,5,3,0.000
110,1,23,10761485,e20051397201015018904e75,1,3,1.000
120,1,54,16529165,e20051397201015018904e75,2,3,0.500
130,1,97,11287565,e20051397201015018904e75,1,3,1.000
140,0,0,0,e20051397201015018904e75,5,3,0.000
150,0,0,0,e20051397201015018904e75,5,3,0.000
160,0,0,0,e20051397201015018904e75,5,3,0.000
170,0,0,0,e20051397201015018904e75,5,3,0.000
180,0,0,0,e20051397201015018904e75,5,3,0.000
190,0,0,0,e20051397201015018904e75,5,3,0.000
200,0,0,0,e20051397201015018904e75,5,3,0.000
10,1,224,11287565,e20051397201015018904e75,1,4,1.000
20,1,218,5519885,e20051397201015018904e75,1,4,1.000
30,1,171,10761485,e20051397201015018904e75,1,4,1.000
40,1,90,16529165,e20051397201015018904e75,1,4,1.000
50,1,59,11287565,e20051397201015018904e75,1,4,1.000
60,1,104,5519885,e20051397201015018904e75,1,4,1.000
70,1,88,10761485,e20051397201015018904e75,1,4,1.000
80,1,103,16529165,e20051397201015018904e75,1,4,1.000
90,1,114,11287565,e20051397201015018904e75,1,4,1.000
100,1,100,5519885,e20051397201015018904e75,1,4,1.000
110,1,54,10761485,e20051397201015018904e75,1,4,1.000
120,1,7,16529165,e20051397201015018904e75,1,4,1.000
130,1,23,11287565,e20051397201015018904e75,1,4,1.000
140,1,53,5519885,e20051397201015018904e75,1,4,1.000
150,1,37,10761485,e20051397201015018904e75,5,4,0.200
160,0,0,0,e20051397201015018904e75,5,4,0.000
170,0,0,0,e20051397201015018904e75,5,4,0.000
180,1,6,5519885,e20051397201015018904e75,5,4,0.200
190,0,0,0,e20051397201015018904e75,5,4,0.000
200,0,0,0,e20051397201015018904e75,5,4,0.000
10,1,235,11287565,e20051397201015018904e75,1,5,1.000
20,1,216,5519885,e20051397201015018904e75,1,5,1.000
30,1,199,10761485,e20051397201015018904e75,1,5,1.000
40,1,170,16529165,e20051397201015018904e75,1,5,1.000
50,1,26,11287565,e20051397201015018904e75,1,5,1.000
60,0,0,0,e20051397201015018904e75,5,5,0.000
70,1,41,10761485,e20051397201015018904e75,1,5,1.000
80,1,135,16529165,e20051397201015018904e75,1,5,1.000
90,1,97,11287565,e20051397201015018904e75,1,5,1.000
100,0,0,0,e20051397201015018904e75,5,5,0.000
110,0,0,0,e20051397201015018904e75,5,5,0.000
120,0,0,0,e20051397201015018904e75,5,5,0.000
130,0,0,0,e20051397201015018904e75,5,5,0.000
140,0,0,0,e20051397201015018904e75,5,5,0.000
150,0,0,0,e20051397201015018904e75,5,5,0.000
160,0,0,0,e20051397201015018904e75,5,5,0.000
170,0,0,0,e20051397201015018904e75,5,5,0.000
180,0,0,0,e20051397201015018904e75,5,5,0.000
190,0,0,0,e20051397201015018904e75,5,5,0.000
200,1,0,1,e20051397201015018904e75,1,5,1.000
10,1,222,16529165,e20051397201015018904e75,1,6,1.000
20,1,30,11287565,e20051397201015018904e75,1,6,1.000
30,1,125,5519885,e20051397201015018904e75,1,6,1.000
40,1,108,10761485,e20051397201015018904e75,1,6,1.000
50,1,154,16529165,e20051397201015018904e75,1,6,1.000
60,1,167,11287565,e20051397201015018904e75,2,6,0.500
70,1,167,5519885,e20051397201015018904e75,1,6,1.000
80,1,133,10761485,e20051397201015018904e75,1,6,1.000
90,1,118,16529165,e20051397201015018904e75,1,6,1.000
100,1,8,11287565,e20051397201015018904e75,1,6,1.000
110,1,24,5519885,e20051397201015018904e75,1,6,1.000
120,1,7,10761485,e20051397201015018904e75,1,6,1.000
130,0,0,0,e20051397201015018904e75,5,6,0.000
140,0,0,0,e20051397201015018904e75,5,6,0.000
150,0,0,0,e20051397201015018904e75,5,6,0.000
160,0,0,0,e20051397201015018904e75,5,6,0.000
170,0,0,0,e20051397201015018904e75,5,6,0.000
180,0,0,0,e20051397201015018904e75,5,6,0.000
190,0,0,0,e20051397201015018904e75,5,6,0.000
200,1,0,1,e20051397201015018904e75,1,6,1.000
10,1,207,10761485,e20051397201015018904e75,1,7,1.000
20,1,221,16529165,e20051397201015018904e75,1,7,1.000
30,1,93,11287565,e20051397201015018904e75,1,7,1.000
40,1,125,5519885,e20051397201015018904e75,1,7,1.000
50,1,139,10761485,e20051397201015018904e75,1,7,1.000
60,1,183,16529165,e20051397201015018904e75,1,7,1.000
70,1,166,11287565,e20051397201015018904e75,1,7,1.000
80,1,145,5519885,e20051397201015018904e75,1,7,1.000
90,1,146,10761485,e20051397201015018904e75,1,7,1.000
100,1,24,16529165,e20051397201015018904e75,1,7,1.000
110,1,40,11287565,e20051397201015018904e75,1,7,1.000
120,1,54,5519885,e20051397201015018904e75,1,7,1.000
130,0,0,0,e20051397201015018904e75,5,7,0.000
140,1,81,16529165,e20051397201015018904e75,3,7,0.333
150,0,0,0,e20051397201015018904e75,5,7,0.000
160,0,0,0,e20051397201015018904e75,5,7,0.000
170,0,0,0,e20051397201015018904e75,5,7,0.000
180,0,0,0,e20051397201015018904e75,5,7,0.000
190,0,0,0,e20051397201015018904e75,5,7,0.000
200,1,0,1,e20051397201015018904e75,1,7,1.000
10,1,235,5519885,e20051397201015018904e75,1,8,1.000
20,1,233,10761485,e20051397201015018904e75,1,8,1.000
30,1,200,16529165,e20051397201015018904e75,1,8,1.000
40,1,171,11287565,e20051397201015018904e75,1,8,1.000
50,1,122,5519885,e20051397201015018904e75,1,8,1.000
60,1,10,10761485,e20051397201015018904e75,1,8,1.000
70,1,42,16529165,e20051397201015018904e75,1,8,1.000
80,1,103,11287565,e20051397201015018904e75,1,8,1.000
90,1,86,5519885,e20051397201015018904e75,1,8,1.000
100,0,0,0,e20051397201015018904e75,5,8,0.000
110,0,0,0,e20051397201015018904e75,5,8,0.000
120,0,0,0,e20051397201015018904e75,5,8,0.000
130,0,0,0,e20051397201015018904e75,5,8,0.000
140,0,0,0,e20051397201015018904e75,5,8,0.000
150,0,0,0,e20051397201015018904e75,5,8,0.000
160,0,0,0,e20051397201015018904e75,5,8,0.000
170,0,0,0,e20051397201015018904e75,5,8,0.000
180,0,0,0,e20051397201015018904e75,5,8,0.000
190,0,0,0,e20051397201015018904e75,5,8,0.000
200,1,0,1,e20051397201015018904e75,1,8,1.000
10,1,224,5519885,e20051397201015018904e75,1,9,1.000
20,1,214,10761485,e20051397201015018904e75,1,9,1.000
30,1,122,16529165,e20051397201015018904e75,1,9,1.000
40,1,27,11287565,e20051397201015018904e75,1,9,1.000
50,1,57,5519885,e20051397201015018904e75,1,9,1.000
60,1,22,10761485,e20051397201015018904e75,1,9,1.000
70,1,69,16529165,e20051397201015018904e75,1,9,1.000
80,1,99,11287565,e20051397201015018904e75,1,9,1.000
90,1,80,5519885,e20051397201015018904e75,1,9,1.000
100,1,85,10761485,e20051397201015018904e75,2,9,0.500
110,0,0,0,e20051397201015018904e75,5,9,0.000
120,1,22,11287565,e20051397201015018904e75,2,9,0.500
130,0,0,0,e20051397201015018904e75,5,9,0.000
140,0,0,0,e20051397201015018904e75,5,9,0.000
150,0,0,0,e20051397201015018904e75,5,9,0.000
160,0,0,0,e20051397201015018904e75,5,9,0.000
170,0,0,0,e20051397201015018904e75,5,9,0.000
180,0,0,0,e20051397201015018904e75,5,9,0.000
190,0,0,0,e20051397201015018904e75,5,9,0.000
200,0,0,0,e20051397201015018904e75,5,9,0.000
10,1,229,11287565,e20051397201015018904e75,1,10,1.000
20,1,211,5519885,e20051397201015018904e75,1,10,1.000
30,1,201,10761485,e20051397201015018904e75,1,10,1.000
40,1,169,16529165,e20051397201015018904e75,1,10,1.000
50,1,90,11287565,e20051397201015018904e75,1,10,1.000
60,1,10,5519885,e20051397201015018904e75,1,10,1.000
70,1,40,10761485,e20051397201015018904e75,1,10,1.000
80,1,87,16529165,e20051397201015018904e75,1,10,1.000
90,1,113,11287565,e20051397201015018904e75,1,10,1.000
100,1,96,5519885,e20051397201015018904e75,1,10,1.000
110,0,0,0,e20051397201015018904e75,5,10,0.000
120,1,70,16529165,e20051397201015018904e75,1,10,1.000
130,1,6,11287565,e20051397201015018904e75,1,10,1.000
140,1,54,5519885,e20051397201015018904e75,4,10,0.250
150,1,5,10761485,e20051397201015018904e75,3,10,0.333
160,1,5,16529165,e20051397201015018904e75,3,10,0.333
170,0,0,0,e20051397201015018904e75,5,10,0.000
180,0,0,0,e20051397201015018904e75,5,10,0.000
190,0,0,0,e20051397201015018904e75,5,10,0.000
200,0,0,0,e20051397201015018904e75,5,10,0.000
10,1,234,16529165,e20051397201021218904d7d,1,1,1.000
20,1,216,11287565,e20051397201021218904d7d,1,1,1.000
30,1,200,5519885,e20051397201021218904d7d,1,1,1.000
40,1,154,10761485,e20051397201021218904d7d,1,1,1.000
50,1,154,16529165,e20051397201021218904d7d,1,1,1.000
60,1,120,11287565,e20051397201021218904d7d,1,1,1.000
70,1,55,5519885,e20051397201021218904d7d,1,1,1.000
80,1,117,10761485,e20051397201021218904d7d,1,1,1.000
90,1,114,16529165,e20051397201021218904d7d,1,1,1.000
100,0,0,0,e20051397201021218904d7d,5,1,0.000
110,0,0,0,e20051397201021218904d7d,5,1,0.000
120,1,38,10761485,e20051397201021218904d7d,3,1,0.333
130,0,0,0,e20051397201021218904d7d,5,1,0.000
140,0,0,0,e20051397201021218904d7d,5,1,0.000
150,1,80,5519885,e20051397201021218904d7d,5,1,0.200
160,0,0,0,e20051397201021218904d7d,5,1,0.000
170,0,0,0,e20051397201021218904d7d,5,1,0.000
180,0,0,0,e20051397201021218904d7d,5,1,0.000
190,0,0,0,e20051397201021218904d7d,5,1,0.000
200,0,0,0,e20051397201021218904d7d,5,1,0.000
10,1,237,10761485,e20051397201021218904d7d,1,2,1.000
20,1,221,16529165,e20051397201021218904d7d,1,2,1.000
30,1,203,11287565,e20051397201021218904d7d,1,2,1.000
40,1,109,5519885,e20051397201021218904d7d,1,2,1.000
50,1,44,10761485,e20051397201021218904d7d,1,2,1.000
60,1,168,16529165,e20051397201021218904d7d,1,2,1.000
70,1,135,11287565,e20051397201021218904d7d,1,2,1.000
80,1,135,5519885,e20051397201021218904d7d,1,2,1.000
90,1,115,10761485,e20051397201021218904d7d,1,2,1.000
100,0,0,0,e20051397201021218904d7d,5,2,0.000
110,1,70,11287565,e20051397201021218904d7d,4,2,0.250
120,1,7,5519885,e20051397201021218904d7d,2,2,0.500
130,1,38,10761485,e20051397201021218904d7d,1,2,1.000
140,1,70,16529165,e20051397201021218904d7d,5,2,0.200
150,0,0,0,e20051397201021218904d7d,5,2,0.000
160,1,69,5519885,e20051397201021218904d7d,5,2,0.200
170,0,0,0,e20051397201021218904d7d,5,2,0.000
180,1,6,16529165,e20051397201021218904d7d,5,2,0.200
190,0,0,0,e20051397201021218904d7d,5,2,0.000
200,0,0,0,e20051397201021218904d7d,5,2,0.000
10,1,236,5519885,e20051397201021218904d7d,1,3,1.000
20,1,204,10761485,e20051397201021218904d7d,1,3,1.000
30,1,172,16529165,e20051397201021218904d7d,1,3,1.000
40,1,27,11287565,e20051397201021218904d7d,1,3,1.000
50,1,166,5519885,e20051397201021218904d7d,1,3,1.000
60,1,167,10761485,e20051397201021218904d7d,1,3,1.000
70,1,150,16529165,e20051397201021218904d7d,1,3,1.000
80,1,130,11287565,e20051397201021218904d7d,1,3,1.000
90,1,117,5519885,e20051397201021218904d7d,1,3,1.000
100,1,103,10761485,e20051397201021218904d7d,1,3,1.000
110,1,8,16529165,e20051397201021218904d7d,1,3,1.000
120,1,71,11287565,e20051397201021218904d7d,1,3,1.000
130,1,84,5519885,e20051397201021218904d7d,1,3,1.000
140,1,96,10761485,e20051397201021218904d7d,1,3,1.000
150,0,0,0,e20051397201021218904d7d,5,3,0.000
160,0,0,0,e20051397201021218904d7d,5,3,0.000
170,0,0,0,e20051397201021218904d7d,5,3,0.000
180,0,0,0,e20051397201021218904d7d,5,3,0.000
190,0,0,0,e20051397201021218904d7d,5,3,0.000
200,0,0,0,e20051397201021218904d7d,5,3,0.000
10,1,190,5519885,e20051397201021218904d7d,1,4,1.000
20,1,204,10761485,e20051397201021218904d7d,1,4,1.000
30,1,187,16529165,e20051397201021218904d7d,1,4,1.000
40,1,107,11287565,e20051397201021218904d7d,1,4,1.000
50,1,42,5519885,e20051397201021218904d7d,1,4,1.000
60,1,160,10761485,e20051397201021218904d7d,1,4,1.000
70,1,152,16529165,e20051397201021218904d7d,1,4,1.000
80,1,103,11287565,e20051397201021218904d7d,1,4,1.000
90,1,87,5519885,e20051397201021218904d7d,1,4,1.000
100,1,86,10761485,e20051397201021218904d7d,1,4,1.000
110,1,70,16529165,e20051397201021218904d7d,2,4,0.500
120,1,80,11287565,e20051397201021218904d7d,2,4,0.500
130,0,0,0,e20051397201021218904d7d,5,4,0.000
140,0,0,0,e20051397201021218904d7d,5,4,0.000
150,0,0,0,e20051397201021218904d7d,5,4,0.000
160,0,0,0,e20051397201021218904d7d,5,4,0.000
170,0,0,0,e20051397201021218904d7d,5,4,0.000
180,0,0,0,e20051397201021218904d7d,5,4,0.000
190,0,0,0,e20051397201021218904d7d,5,4,0.000
200,0,0,0,e20051397201021218904d7d,5,4,0.000
10,1,47,16529165,e20051397201021218904d7d,1,5,1.000
20,1,174,11287565,e20051397201021218904d7d,1,5,1.000
30,1,158,5519885,e20051397201021218904d7d,1,5,1.000
40,1,189,10761485,e20051397201021218904d7d,1,5,1.000
50,1,188,16529165,e20051397201021218904d7d,1,5,1.000
60,1,194,11287565,e20051397201021218904d7d,1,5,1.000
70,1,183,5519885,e20051397201021218904d7d,1,5,1.000
80,1,152,10761485,e20051397201021218904d7d,1,5,1.000
90,1,106,16529165,e20051397201021218904d7d,3,5,0.333
100,1,120,11287565,e20051397201021218904d7d,1,5,1.000
110,1,116,5519885,e20051397201021218904d7d,1,5,1.000
120,1,130,10761485,e20051397201021218904d7d,2,5,0.500
130,0,0,0,e20051397201021218904d7d,5,5,0.000
140,0,0,0,e20051397201021218904d7d,5,5,0.000
150,0,0,0,e20051397201021218904d7d,5,5,0.000
160,0,0,0,e20051397201021218904d7d,5,5,0.000
170,0,0,0,e20051397201021218904d7d,5,5,0.000
180,0,0,0,e20051397201021218904d7d,5,5,0.000
190,0,0,0,e20051397201021218904d7d,5,5,0.000
200,0,0,0,e20051397201021218904d7d,5,5,0.000
10,1,78,10761485,e20051397201021218904d7d,1,6,1.000
20,1,221,16529165,e20051397201021218904d7d,1,6,1.000
30,1,204,11287565,e20051397201021218904d7d,1,6,1.000
40,1,156,5519885,e20051397201021218904d7d,1,6,1.000
50,1,139,10761485,e20051397201021218904d7d,1,6,1.000
60,1,75,16529165,e20051397201021218904d7d,1,6,1.000
70,1,163,11287565,e20051397201021218904d7d,1,6,1.000
80,1,149,5519885,e20051397201021218904d7d,1,6,1.000
90,1,149,10761485,e20051397201021218904d7d,1,6,1.000
100,1,118,16529165,e20051397201021218904d7d,1,6,1.000
110,1,102,11287565,e20051397201021218904d7d,2,6,0.500
120,0,0,0,e20051397201021218904d7d,5,6,0.000
130,0,0,0,e20051397201021218904d7d,5,6,0.000
140,1,83,16529165,e20051397201021218904d7d,4,6,0.250
150,0,0,0,e20051397201021218904d7d,5,6,0.000
160,0,0,0,e20051397201021218904d7d,5,6,0.000
170,0,0,0,e20051397201021218904d7d,5,6,0.000
180,0,0,0,e20051397201021218904d7d,5,6,0.000
190,0,0,0,e20051397201021218904d7d,5,6,0.000
200,0,0,0,e20051397201021218904d7d,5,6,0.000
10,1,173,5519885,e20051397201021218904d7d,1,7,1.000
20,1,92,10761485,e20051397201021218904d7d,1,7,1.000
30,1,154,16529165,e20051397201021218904d7d,1,7,1.000
40,1,134,11287565,e20051397201021218904d7d,1,7,1.000
50,1,115,5519885,e20051397201021218904d7d,1,7,1.000
60,1,104,10761485,e20051397201021218904d7d,1,7,1.000
70,1,72,16529165,e20051397201021218904d7d,1,7,1.000
80,1,120,11287565,e20051397201021218904d7d,1,7,1.000
90,1,86,5519885,e20051397201021218904d7d,1,7,1.000
100,1,8,10761485,e20051397201021218904d7d,1,7,1.000
110,1,55,16529165,e20051397201021218904d7d,1,7,1.000
120,0,0,0,e20051397201021218904d7d,5,7,0.000
130,0,0,0,e20051397201021218904d7d,5,7,0.000
140,0,0,0,e20051397201021218904d7d,5,7,0.000
150,0,0,0,e20051397201021218904d7d,5,7,0.000
160,0,0,0,e20051397201021218904d7d,5,7,0.000
170,0,0,0,e20051397201021218904d7d,5,7,0.000
180,0,0,0,e20051397201021218904d7d,5,7,0.000
190,0,0,0,e20051397201021218904d7d,5,7,0.000
200,0,0,0,e20051397201021218904d7d,5,7,0.000
10,1,125,11287565,e20051397201021218904d7d,1,8,1.000
20,0,0,0,e20051397201021218904d7d,5,8,0.000
30,1,139,10761485,e20051397201021218904d7d,1,8,1.000
40,1,11,16529165,e20051397201021218904d7d,1,8,1.000
50,1,154,11287565,e20051397201021218904d7d,1,8,1.000
60,1,89,5519885,e20051397201021218904d7d,1,8,1.000
70,1,103,10761485,e20051397201021218904d7d,1,8,1.000
80,1,112,16529165,e20051397201021218904d7d,1,8,1.000
90,1,85,11287565,e20051397201021218904d7d,1,8,1.000
100,1,39,5519885,e20051397201021218904d7d,1,8,1.000
110,1,100,10761485,e20051397201021218904d7d,1,8,1.000
120,0,0,0,e20051397201021218904d7d,5,8,0.000
130,0,0,0,e20051397201021218904d7d,5,8,0.000
140,0,0,0,e20051397201021218904d7d,5,8,0.000
150,0,0,0,e20051397201021218904d7d,5,8,0.000
160,0,0,0,e20051397201021218904d7d,5,8,0.000
