DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,N,READ,READ_RATE
160,0,0,0,e20051397201015318904e69,10,0,0.00
170,0,0,0,e20051397201015318904e69,10,0,0.00
180,0,0,0,e20051397201015318904e69,10,0,0.00
190,0,0,0,e20051397201015318904e69,10,0,0.00
200,0,0,0,e20051397201015318904e69,10,0,0.00
210,0,0,0,e20051397201015318904e69,10,0,0.00
220,0,0,0,e20051397201015318904e69,10,0,0.00
230,0,0,0,e20051397201015318904e69,10,0,0.00
240,0,0,0,e20051397201015318904e69,10,0,0.00
250,0,0,0,e20051397201015318904e69,10,0,0.00
260,0,0,0,e20051397201015318904e69,10,0,0.00
270,0,0,0,e20051397201015318904e69,10,0,0.00
280,0,0,0,e20051397201015318904e69,10,0,0.00
290,0,0,0,e20051397201015318904e69,10,0,0.00
300,0,0,0,e20051397201015318904e69,10,0,0.00
10,1,251,5519885,e20051397201015718904e59,1,5,1.00
20,1,228,10761485,e20051397201015718904e59,1,5,1.00
30,1,216,16529165,e20051397201015718904e59,1,5,1.00
40,1,170,11287565,e20051397201015718904e59,1,5,1.00
50,1,122,5519885,e20051397201015718904e59,1,5,1.00
60,1,25,10761485,e20051397201015718904e59,1,5,1.00
70,1,71,16529165,e20051397201015718904e59,1,5,1.00
80,1,115,11287565,e20051397201015718904e59,1,5,1.00
90,1,115,5519885,e20051397201015718904e59,1,5,1.00
100,1,98,10761485,e20051397201015718904e59,1,5,1.00
110,1,102,16529165,e20051397201015718904e59,1,5,1.00
120,1,24,11287565,e20051397201015718904e59,1,5,1.00
130,1,85,5519885,e20051397201015718904e59,1,5,1.00
140,0,0,0,e20051397201015718904e59,1,0,0.00
150,0,0,0,e20051397201015718904e59,1,0,0.00
160,0,0,0,e20051397201015718904e59,1,0,0.00
170,0,0,0,e20051397201015718904e59,1,0,0.00
180,0,0,0,e20051397201015718904e59,1,0,0.00
190,0,0,0,e20051397201015718904e59,1,0,0.00
200,0,0,0,e20051397201015718904e59,1,0,0.00
210,0,0,0,e20051397201015718904e59,1,0,0.00
220,0,0,0,e20051397201015718904e59,1,0,0.00
230,0,0,0,e20051397201015718904e59,1,0,0.00
240,0,0,0,e20051397201015718904e59,1,0,0.00
250,0,0,0,e20051397201015718904e59,1,0,0.00
260,0,0,0,e20051397201015718904e59,1,0,0.00
270,0,0,0,e20051397201015718904e59,1,0,0.00
280,0,0,0,e20051397201015718904e59,1,0,0.00
290,0,0,0,e20051397201015718904e59,1,0,0.00
300,0,0,0,e20051397201015718904e59,1,0,0.00
10,1,237,11287565,e20051397201015718904e59,2,5,1.00
20,1,224,5519885,e20051397201015718904e59,2,5,1.00
30,1,210,10761485,e20051397201015718904e59,2,5,1.00
40,1,182,16529165,e20051397201015718904e59,2,5,1.00
50,1,152,11287565,e20051397201015718904e59,2,5,1.00
60,1,73,5519885,e20051397201015718904e59,2,5,1.00
70,1,56,10761485,e20051397201015718904e59,2,5,1.00
80,1,103,16529165,e20051397201015718904e59,2,5,1.00
90,1,113,11287565,e20051397201015718904e59,2,5,1.00
100,0,0,0,e20051397201015718904e59,2,0,0.00
110,0,0,0,e20051397201015718904e59,2,0,0.00
120,0,0,0,e20051397201015718904e59,2,0,0.00
130,0,0,0,e20051397201015718904e59,2,0,0.00
140,0,0,0,e20051397201015718904e59,2,0,0.00
150,1,80,10761485,e20051397201015718904e59,2,2,0.40
160,1,80,16529165,e20051397201015718904e59,2,5,1.00
170,0,0,0,e20051397201015718904e59,2,0,0.00
180,0,0,0,e20051397201015718904e59,2,0,0.00
190,0,0,0,e20051397201015718904e59,2,0,0.00
200,0,0,0,e20051397201015718904e59,2,0,0.00
210,0,0,0,e20051397201015718904e59,2,0,0.00
220,0,0,0,e20051397201015718904e59,2,0,0.00
230,0,0,0,e20051397201015718904e59,2,0,0.00
240,0,0,0,e20051397201015718904e59,2,0,0.00
250,0,0,0,e20051397201015718904e59,2,0,0.00
260,0,0,0,e20051397201015718904e59,2,0,0.00
270,0,0,0,e20051397201015718904e59,2,0,0.00
280,0,0,0,e20051397201015718904e59,2,0,0.00
290,0,0,0,e20051397201015718904e59,2,0,0.00
300,0,0,0,e20051397201015718904e59,2,0,0.00
10,1,237,11287565,e20051397201015718904e59,3,5,1.00
20,1,220,5519885,e20051397201015718904e59,3,5,1.00
30,1,201,10761485,e20051397201015718904e59,3,5,1.00
40,1,168,16529165,e20051397201015718904e59,3,5,1.00
50,1,137,11287565,e20051397201015718904e59,3,5,1.00
60,1,26,5519885,e20051397201015718904e59,3,5,1.00
70,1,24,10761485,e20051397201015718904e59,3,5,1.00
80,1,134,16529165,e20051397201015718904e59,3,5,1.00
90,1,116,11287565,e20051397201015718904e59,3,5,1.00
100,1,114,5519885,e20051397201015718904e59,3,4,0.80
110,1,82,10761485,e20051397201015718904e59,3,4,0.80
120,0,0,0,e20051397201015718904e59,3,0,0.00
130,0,0,0,e20051397201015718904e59,3,0,0.00
140,0,0,0,e20051397201015718904e59,3,0,0.00
150,0,0,0,e20051397201015718904e59,3,0,0.00
160,0,0,0,e20051397201015718904e59,3,0,0.00
170,0,0,0,e20051397201015718904e59,3,0,0.00
180,0,0,0,e20051397201015718904e59,3,0,0.00
190,0,0,0,e20051397201015718904e59,3,0,0.00
200,0,0,0,e20051397201015718904e59,3,0,0.00
210,0,0,0,e20051397201015718904e59,3,0,0.00
220,0,0,0,e20051397201015718904e59,3,0,0.00
230,0,0,0,e20051397201015718904e59,3,0,0.00
240,0,0,0,e20051397201015718904e59,3,0,0.00
250,0,0,0,e20051397201015718904e59,3,0,0.00
260,0,0,0,e20051397201015718904e59,3,0,0.00
270,0,0,0,e20051397201015718904e59,3,0,0.00
280,0,0,0,e20051397201015718904e59,3,0,0.00
290,0,0,0,e20051397201015718904e59,3,0,0.00
300,0,0,0,e20051397201015718904e59,3,0,0.00
10,1,237,5519885,e20051397201015718904e59,4,5,1.00
20,1,221,10761485,e20051397201015718904e59,4,5,1.00
30,1,208,16529165,e20051397201015718904e59,4,5,1.00
40,1,139,11287565,e20051397201015718904e59,4,5,1.00
50,1,26,5519885,e20051397201015718904e59,4,5,1.00
60,1,89,10761485,e20051397201015718904e59,4,5,1.00
70,1,56,16529165,e20051397201015718904e59,4,5,1.00
80,1,115,11287565,e20051397201015718904e59,4,5,1.00
90,1,112,5519885,e20051397201015718904e59,4,5,1.00
100,1,114,10761485,e20051397201015718904e59,4,5,1.00
110,1,115,16529165,e20051397201015718904e59,4,5,1.00
120,1,86,11287565,e20051397201015718904e59,4,5,1.00
130,1,23,5519885,e20051397201015718904e59,4,5,1.00
140,1,22,10761485,e20051397201015718904e59,4,5,1.00
150,1,21,16529165,e20051397201015718904e59,4,5,1.00
160,1,37,11287565,e20051397201015718904e59,4,5,1.00
170,0,0,0,e20051397201015718904e59,4,0,0.00
180,0,0,0,e20051397201015718904e59,4,0,0.00
190,0,0,0,e20051397201015718904e59,4,0,0.00
200,0,0,0,e20051397201015718904e59,4,0,0.00
210,0,0,0,e20051397201015718904e59,4,0,0.00
220,0,0,0,e20051397201015718904e59,4,0,0.00
230,0,0,0,e20051397201015718904e59,4,0,0.00
240,0,0,0,e20051397201015718904e59,4,0,0.00
250,0,0,0,e20051397201015718904e59,4,0,0.00
260,0,0,0,e20051397201015718904e59,4,0,0.00
270,0,0,0,e20051397201015718904e59,4,0,0.00
280,0,0,0,e20051397201015718904e59,4,0,0.00
290,0,0,0,e20051397201015718904e59,4,0,0.00
300,0,0,0,e20051397201015718904e59,4,0,0.00
10,1,222,11287565,e20051397201015718904e59,5,5,1.00
20,1,220,5519885,e20051397201015718904e59,5,5,1.00
30,1,202,10761485,e20051397201015718904e59,5,5,1.00
40,1,176,16529165,e20051397201015718904e59,5,5,1.00
50,1,152,11287565,e20051397201015718904e59,5,5,1.00
60,1,121,5519885,e20051397201015718904e59,5,5,1.00
70,1,24,10761485,e20051397201015718904e59,5,5,1.00
80,1,39,16529165,e20051397201015718904e59,5,5,1.00
90,0,0,0,e20051397201015718904e59,5,0,0.00
100,1,81,5519885,e20051397201015718904e59,5,4,0.80
110,1,80,10761485,e20051397201015718904e59,5,5,1.00
120,1,21,16529165,e20051397201015718904e59,5,5,1.00
130,0,0,0,e20051397201015718904e59,5,0,0.00
140,0,0,0,e20051397201015718904e59,5,0,0.00
150,0,0,0,e20051397201015718904e59,5,0,0.00
160,0,0,0,e20051397201015718904e59,5,0,0.00
170,0,0,0,e20051397201015718904e59,5,0,0.00
180,0,0,0,e20051397201015718904e59,5,0,0.00
190,0,0,0,e20051397201015718904e59,5,0,0.00
200,0,0,0,e20051397201015718904e59,5,0,0.00
210,0,0,0,e20051397201015718904e59,5,0,0.00
220,0,0,0,e20051397201015718904e59,5,0,0.00
230,0,0,0,e20051397201015718904e59,5,0,0.00
240,0,0,0,e20051397201015718904e59,5,0,0.00
250,0,0,0,e20051397201015718904e59,5,0,0.00
260,0,0,0,e20051397201015718904e59,5,0,0.00
270,0,0,0,e20051397201015718904e59,5,0,0.00
280,0,0,0,e20051397201015718904e59,5,0,0.00
290,0,0,0,e20051397201015718904e59,5,0,0.00
300,0,0,0,e20051397201015718904e59,5,0,0.00
10,1,234,5519885,e20051397201015718904e59,6,5,1.00
20,1,229,10761485,e20051397201015718904e59,6,5,1.00
30,1,214,16529165,e20051397201015718904e59,6,5,1.00
40,1,184,11287565,e20051397201015718904e59,6,5,1.00
50,1,59,5519885,e20051397201015718904e59,6,5,1.00
60,1,105,10761485,e20051397201015718904e59,6,5,1.00
70,1,89,16529165,e20051397201015718904e59,6,5,1.00
80,1,102,11287565,e20051397201015718904e59,6,5,1.00
90,1,97,5519885,e20051397201015718904e59,6,4,0.80
100,1,80,10761485,e20051397201015718904e59,6,5,1.00
110,1,71,16529165,e20051397201015718904e59,6,5,1.00
120,1,37,11287565,e20051397201015718904e59,6,5,1.00
130,0,0,0,e20051397201015718904e59,6,0,0.00
140,0,0,0,e20051397201015718904e59,6,0,0.00
150,0,0,0,e20051397201015718904e59,6,0,0.00
160,0,0,0,e20051397201015718904e59,6,0,0.00
170,0,0,0,e20051397201015718904e59,6,0,0.00
180,0,0,0,e20051397201015718904e59,6,0,0.00
190,0,0,0,e20051397201015718904e59,6,0,0.00
200,0,0,0,e20051397201015718904e59,6,0,0.00
210,0,0,0,e20051397201015718904e59,6,0,0.00
220,0,0,0,e20051397201015718904e59,6,0,0.00
230,0,0,0,e20051397201015718904e59,6,0,0.00
240,0,0,0,e20051397201015718904e59,6,0,0.00
250,0,0,0,e20051397201015718904e59,6,0,0.00
260,0,0,0,e20051397201015718904e59,6,0,0.00
270,0,0,0,e20051397201015718904e59,6,0,0.00
280,0,0,0,e20051397201015718904e59,6,0,0.00
290,0,0,0,e20051397201015718904e59,6,0,0.00
300,0,0,0,e20051397201015718904e59,6,0,0.00
10,1,234,10761485,e20051397201015718904e59,7,5,1.00
20,1,235,16529165,e20051397201015718904e59,7,5,1.00
30,1,187,11287565,e20051397201015718904e59,7,5,1.00
40,1,184,5519885,e20051397201015718904e59,7,5,1.00
50,1,151,10761485,e20051397201015718904e59,7,5,1.00
60,1,26,16529165,e20051397201015718904e59,7,5,1.00
70,1,104,11287565,e20051397201015718904e59,7,5,1.00
80,1,118,5519885,e20051397201015718904e59,7,4,0.80
90,1,101,10761485,e20051397201015718904e59,7,5,1.00
100,1,115,16529165,e20051397201015718904e59,7,5,1.00
110,1,112,11287565,e20051397201015718904e59,7,5,1.00
120,1,83,5519885,e20051397201015718904e59,7,5,1.00
130,0,0,0,e20051397201015718904e59,7,0,0.00
140,0,0,0,e20051397201015718904e59,7,0,0.00
150,0,0,0,e20051397201015718904e59,7,0,0.00
160,0,0,0,e20051397201015718904e59,7,0,0.00
170,0,0,0,e20051397201015718904e59,7,0,0.00
180,0,0,0,e20051397201015718904e59,7,0,0.00
190,0,0,0,e20051397201015718904e59,7,0,0.00
200,0,0,0,e20051397201015718904e59,7,0,0.00
210,0,0,0,e20051397201015718904e59,7,0,0.00
220,0,0,0,e20051397201015718904e59,7,0,0.00
230,0,0,0,e20051397201015718904e59,7,0,0.00
240,0,0,0,e20051397201015718904e59,7,0,0.00
250,0,0,0,e20051397201015718904e59,7,0,0.00
260,0,0,0,e20051397201015718904e59,7,0,0.00
270,0,0,0,e20051397201015718904e59,7,0,0.00
280,0,0,0,e20051397201015718904e59,7,0,0.00
290,0,0,0,e20051397201015718904e59,7,0,0.00
300,0,0,0,e20051397201015718904e59,7,0,0.00
10,1,206,16529165,e20051397201015718904e59,8,5,1.00
20,1,219,11287565,e20051397201015718904e59,8,5,1.00
30,1,198,5519885,e20051397201015718904e59,8,5,1.00
40,1,163,10761485,e20051397201015718904e59,8,5,1.00
50,1,152,16529165,e20051397201015718904e59,8,5,1.00
60,1,104,11287565,e20051397201015718904e59,8,5,1.00
70,1,87,5519885,e20051397201015718904e59,8,5,1.00
80,0,0,0,e20051397201015718904e59,8,0,0.00
90,1,100,16529165,e20051397201015718904e59,8,5,1.00
100,1,115,11287565,e20051397201015718904e59,8,5,1.00
110,1,6,5519885,e20051397201015718904e59,8,5,1.00
120,0,0,0,e20051397201015718904e59,8,0,0.00
130,1,6,16529165,e20051397201015718904e59,8,3,0.60
140,1,37,11287565,e20051397201015718904e59,8,4,0.80
150,0,0,0,e20051397201015718904e59,8,0,0.00
160,0,0,0,e20051397201015718904e59,8,0,0.00
170,0,0,0,e20051397201015718904e59,8,0,0.00
180,0,0,0,e20051397201015718904e59,8,0,0.00
190,0,0,0,e20051397201015718904e59,8,0,0.00
200,0,0,0,e20051397201015718904e59,8,0,0.00
210,0,0,0,e20051397201015718904e59,8,0,0.00
220,0,0,0,e20051397201015718904e59,8,0,0.00
230,0,0,0,e20051397201015718904e59,8,0,0.00
240,0,0,0,e20051397201015718904e59,8,0,0.00
250,0,0,0,e20051397201015718904e59,8,0,0.00
260,0,0,0,e20051397201015718904e59,8,0,0.00
270,0,0,0,e20051397201015718904e59,8,0,0.00
280,0,0,0,e20051397201015718904e59,8,0,0.00
290,0,0,0,e20051397201015718904e59,8,0,0.00
300,0,0,0,e20051397201015718904e59,8,0,0.00
10,1,237,11287565,e20051397201015718904e59,9,5,1.00
20,1,233,5519885,e20051397201015718904e59,9,5,1.00
30,1,198,10761485,e20051397201015718904e59,9,5,1.00
40,1,166,16529165,e20051397201015718904e59,9,5,1.00
50,1,121,11287565,e20051397201015718904e59,9,5,1.00
60,1,9,5519885,e20051397201015718904e59,9,5,1.00
70,1,87,10761485,e20051397201015718904e59,9,5,1.00
80,1,116,16529165,e20051397201015718904e59,9,4,0.80
90,1,113,11287565,e20051397201015718904e59,9,5,1.00
100,0,0,0,e20051397201015718904e59,9,0,0.00
110,1,7,10761485,e20051397201015718904e59,9,5,1.00
120,1,38,16529165,e20051397201015718904e59,9,4,0.80
130,0,0,0,e20051397201015718904e59,9,0,0.00
140,0,0,0,e20051397201015718904e59,9,0,0.00
150,0,0,0,e20051397201015718904e59,9,0,0.00
160,0,0,0,e20051397201015718904e59,9,0,0.00
170,0,0,0,e20051397201015718904e59,9,0,0.00
180,0,0,0,e20051397201015718904e59,9,0,0.00
190,0,0,0,e20051397201015718904e59,9,0,0.00
200,0,0,0,e20051397201015718904e59,9,0,0.00
210,0,0,0,e20051397201015718904e59,9,0,0.00
220,0,0,0,e20051397201015718904e59,9,0,0.00
230,0,0,0,e20051397201015718904e59,9,0,0.00
240,0,0,0,e20051397201015718904e59,9,0,0.00
250,0,0,0,e20051397201015718904e59,9,0,0.00
260,0,0,0,e20051397201015718904e59,9,0,0.00
270,0,0,0,e20051397201015718904e59,9,0,0.00
280,0,0,0,e20051397201015718904e59,9,0,0.00
290,0,0,0,e20051397201015718904e59,9,0,0.00
300,0,0,0,e20051397201015718904e59,9,0,0.00
10,1,233,5519885,e20051397201015718904e59,10,5,1.00
20,1,225,10761485,e20051397201015718904e59,10,5,1.00
30,1,199,16529165,e20051397201015718904e59,10,5,1.00
40,1,155,11287565,e20051397201015718904e59,10,5,1.00
50,1,106,5519885,e20051397201015718904e59,10,5,1.00
60,1,9,10761485,e20051397201015718904e59,10,5,1.00
70,1,88,16529165,e20051397201015718904e59,10,5,1.00
80,1,118,11287565,e20051397201015718904e59,10,5,1.00
90,1,101,5519885,e20051397201015718904e59,10,5,1.00
100,1,54,10761485,e20051397201015718904e59,10,4,0.80
110,1,70,16529165,e20051397201015718904e59,10,5,1.00
120,1,22,11287565,e20051397201015718904e59,10,5,1.00
130,0,0,0,e20051397201015718904e59,10,0,0.00
140,0,0,0,e20051397201015718904e59,10,0,0.00
150,0,0,0,e20051397201015718904e59,10,0,0.00
160,0,0,0,e20051397201015718904e59,10,0,0.00
170,0,0,0,e20051397201015718904e59,10,0,0.00
180,0,0,0,e20051397201015718904e59,10,0,0.00
190,0,0,0,e20051397201015718904e59,10,0,0.00
200,0,0,0,e20051397201015718904e59,10,0,0.00
210,0,0,0,e20051397201015718904e59,10,0,0.00
220,0,0,0,e20051397201015718904e59,10,0,0.00
230,0,0,0,e20051397201015718904e59,10,0,0.00
240,0,0,0,e20051397201015718904e59,10,0,0.00
250,0,0,0,e20051397201015718904e59,10,0,0.00
260,0,0,0,e20051397201015718904e59,10,0,0.00
270,0,0,0,e20051397201015718904e59,10,0,0.00
280,0,0,0,e20051397201015718904e59,10,0,0.00
290,0,0,0,e20051397201015718904e59,10,0,0.00
300,0,0,0,e20051397201015718904e59,10,0,0.00
10,1,206,10761485,e20051397201020918904d89,1,5,1.00
20,1,174,16529165,e20051397201020918904d89,1,5,1.00
30,1,202,11287565,e20051397201020918904d89,1,5,1.00
40,1,178,5519885,e20051397201020918904d89,1,5,1.00
50,1,145,10761485,e20051397201020918904d89,1,5,1.00
60,1,128,16529165,e20051397201020918904d89,1,5,1.00
70,1,135,11287565,e20051397201020918904d89,1,5,1.00
80,1,119,5519885,e20051397201020918904d89,1,5,1.00
90,0,0,0,e20051397201020918904d89,1,0,0.00
100,0,0,0,e20051397201020918904d89,1,0,0.00
110,0,0,0,e20051397201020918904d89,1,0,0.00
120,0,0,0,e20051397201020918904d89,1,0,0.00
130,0,0,0,e20051397201020918904d89,1,0,0.00
140,0,0,0,e20051397201020918904d89,1,0,0.00
150,0,0,0,e20051397201020918904d89,1,0,0.00
160,0,0,0,e20051397201020918904d89,1,0,0.00
170,0,0,0,e20051397201020918904d89,1,0,0.00
180,0,0,0,e20051397201020918904d89,1,0,0.00
190,0,0,0,e20051397201020918904d89,1,0,0.00
200,0,0,0,e20051397201020918904d89,1,0,0.00
210,0,0,0,e20051397201020918904d89,1,0,0.00
220,0,0,0,e20051397201020918904d89,1,0,0.00
230,0,0,0,e20051397201020918904d89,1,0,0.00
240,0,0,0,e20051397201020918904d89,1,0,0.00
250,0,0,0,e20051397201020918904d89,1,0,0.00
260,0,0,0,e20051397201020918904d89,1,0,0.00
270,0,0,0,e20051397201020918904d89,1,0,0.00
280,0,0,0,e20051397201020918904d89,1,0,0.00
290,0,0,0,e20051397201020918904d89,1,0,0.00
300,0,0,0,e20051397201020918904d89,1,0,0.00
10,1,190,16529165,e20051397201020918904d89,2,5,1.00
20,1,204,11287565,e20051397201020918904d89,2,5,1.00
30,1,199,5519885,e20051397201020918904d89,2,5,1.00
40,1,160,10761485,e20051397201020918904d89,2,5,1.00
50,1,57,16529165,e20051397201020918904d89,2,5,1.00
60,1,104,11287565,e20051397201020918904d89,2,5,1.00
70,1,86,5519885,e20051397201020918904d89,2,5,1.00
80,0,0,0,e20051397201020918904d89,2,0,0.00
90,0,0,0,e20051397201020918904d89,2,0,0.00
100,1,96,11287565,e20051397201020918904d89,2,5,1.00
110,1,98,5519885,e20051397201020918904d89,2,4,0.80
120,0,0,0,e20051397201020918904d89,2,0,0.00
130,0,0,0,e20051397201020918904d89,2,0,0.00
140,0,0,0,e20051397201020918904d89,2,0,0.00
150,0,0,0,e20051397201020918904d89,2,0,0.00
160,0,0,0,e20051397201020918904d89,2,0,0.00
170,0,0,0,e20051397201020918904d89,2,0,0.00
180,0,0,0,e20051397201020918904d89,2,0,0.00
190,0,0,0,e20051397201020918904d89,2,0,0.00
200,0,0,0,e20051397201020918904d89,2,0,0.00
210,0,0,0,e20051397201020918904d89,2,0,0.00
220,0,0,0,e20051397201020918904d89,2,0,0.00
230,0,0,0,e20051397201020918904d89,2,0,0.00
240,0,0,0,e20051397201020918904d89,2,0,0.00
250,0,0,0,e20051397201020918904d89,2,0,0.00
260,0,0,0,e20051397201020918904d89,2,0,0.00
270,0,0,0,e20051397201020918904d89,2,0,0.00
280,0,0,0,e20051397201020918904d89,2,0,0.00
290,0,0,0,e20051397201020918904d89,2,0,0.00
300,0,0,0,e20051397201020918904d89,2,0,0.00
10,1,236,11287565,e20051397201020918904d89,3,5,1.00
20,1,217,5519885,e20051397201020918904d89,3,5,1.00
30,1,196,10761485,e20051397201020918904d89,3,5,1.00
40,1,137,16529165,e20051397201020918904d89,3,5,1.00
50,1,9,11287565,e20051397201020918904d89,3,5,1.00
60,1,73,5519885,e20051397201020918904d89,3,5,1.00
70,1,8,10761485,e20051397201020918904d89,3,5,1.00
80,1,86,16529165,e20051397201020918904d89,3,4,0.80
90,1,113,11287565,e20051397201020918904d89,3,3,0.60
100,0,0,0,e20051397201020918904d89,3,0,0.00
110,0,0,0,e20051397201020918904d89,3,0,0.00
120,0,0,0,e20051397201020918904d89,3,0,0.00
130,0,0,0,e20051397201020918904d89,3,0,0.00
140,0,0,0,e20051397201020918904d89,3,0,0.00
150,0,0,0,e20051397201020918904d89,3,0,0.00
160,0,0,0,e20051397201020918904d89,3,0,0.00
170,0,0,0,e20051397201020918904d89,3,0,0.00
180,0,0,0,e20051397201020918904d89,3,0,0.00
190,0,0,0,e20051397201020918904d89,3,0,0.00
200,0,0,0,e20051397201020918904d89,3,0,0.00
210,0,0,0,e20051397201020918904d89,3,0,0.00
220,0,0,0,e20051397201020918904d89,3,0,0.00
230,0,0,0,e20051397201020918904d89,3,0,0.00
240,0,0,0,e20051397201020918904d89,3,0,0.00
250,0,0,0,e20051397201020918904d89,3,0,0.00
260,0,0,0,e20051397201020918904d89,3,0,0.00
270,0,0,0,e20051397201020918904d89,3,0,0.00
280,0,0,0,e20051397201020918904d89,3,0,0.00
290,0,0,0,e20051397201020918904d89,3,0,0.00
300,0,0,0,e20051397201020918904d89,3,0,0.00
10,1,237,5519885,e20051397201020918904d89,4,5,1.00
20,1,219,10761485,e20051397201020918904d89,4,5,1.00
30,1,192,16529165,e20051397201020918904d89,4,5,1.00
40,1,152,11287565,e20051397201020918904d89,4,5,1.00
50,1,121,5519885,e20051397201020918904d89,4,5,1.00
60,1,120,10761485,e20051397201020918904d89,4,5,1.00
70,1,55,16529165,e20051397201020918904d89,4,5,1.00
80,1,54,11287565,e20051397201020918904d89,4,5,1.00
90,0,0,0,e20051397201020918904d89,4,0,0.00
100,0,0,0,e20051397201020918904d89,4,0,0.00
110,0,0,0,e20051397201020918904d89,4,0,0.00
120,0,0,0,e20051397201020918904d89,4,0,0.00
130,0,0,0,e20051397201020918904d89,4,0,0.00
140,0,0,0,e20051397201020918904d89,4,0,0.00
150,0,0,0,e20051397201020918904d89,4,0,0.00
160,0,0,0,e20051397201020918904d89,4,0,0.00
170,0,0,0,e20051397201020918904d89,4,0,0.00
180,0,0,0,e20051397201020918904d89,4,0,0.00
190,0,0,0,e20051397201020918904d89,4,0,0.00
200,0,0,0,e20051397201020918904d89,4,0,0.00
210,0,0,0,e20051397201020918904d89,4,0,0.00
220,0,0,0,e20051397201020918904d89,4,0,0.00
230,0,0,0,e20051397201020918904d89,4,0,0.00
240,0,0,0,e20051397201020918904d89,4,0,0.00
250,0,0,0,e20051397201020918904d89,4,0,0.00
260,0,0,0,e20051397201020918904d89,4,0,0.00
270,0,0,0,e20051397201020918904d89,4,0,0.00
280,0,0,0,e20051397201020918904d89,4,0,0.00
290,0,0,0,e20051397201020918904d89,4,0,0.00
300,0,0,0,e20051397201020918904d89,4,0,0.00
10,1,237,10761485,e20051397201020918904d89,5,5,1.00
20,1,218,16529165,e20051397201020918904d89,5,5,1.00
30,1,209,11287565,e20051397201020918904d89,5,5,1.00
40,1,184,5519885,e20051397201020918904d89,5,5,1.00
50,1,137,10761485,e20051397201020918904d89,5,5,1.00
60,1,121,16529165,e20051397201020918904d89,5,5,1.00
70,1,41,11287565,e20051397201020918904d89,5,5,1.00
80,1,102,5519885,e20051397201020918904d89,5,5,1.00
90,1,117,10761485,e20051397201020918904d89,5,4,0.80
100,0,0,0,e20051397201020918904d89,5,0,0.00
110,0,0,0,e20051397201020918904d89,5,0,0.00
120,0,0,0,e20051397201020918904d89,5,0,0.00
130,0,0,0,e20051397201020918904d89,5,0,0.00
140,0,0,0,e20051397201020918904d89,5,0,0.00
150,0,0,0,e20051397201020918904d89,5,0,0.00
160,0,0,0,e20051397201020918904d89,5,0,0.00
170,0,0,0,e20051397201020918904d89,5,0,0.00
180,0,0,0,e20051397201020918904d89,5,0,0.00
190,0,0,0,e20051397201020918904d89,5,0,0.00
200,0,0,0,e20051397201020918904d89,5,0,0.00
210,0,0,0,e20051397201020918904d89,5,0,0.00
220,0,0,0,e20051397201020918904d89,5,0,0.00
230,0,0,0,e20051397201020918904d89,5,0,0.00
240,0,0,0,e20051397201020918904d89,5,0,0.00
250,0,0,0,e20051397201020918904d89,5,0,0.00
260,0,0,0,e20051397201020918904d89,5,0,0.00
270,0,0,0,e20051397201020918904d89,5,0,0.00
280,0,0,0,e20051397201020918904d89,5,0,0.00
290,0,0,0,e20051397201020918904d89,5,0,0.00
300,0,0,0,e20051397201020918904d89,5,0,0.00
10,1,237,16529165,e20051397201020918904d89,6,5,1.00
20,1,231,11287565,e20051397201020918904d89,6,5,1.00
30,1,202,5519885,e20051397201020918904d89,6,5,1.00
40,1,91,10761485,e20051397201020918904d89,6,5,1.00
50,1,26,16529165,e20051397201020918904d89,6,5,1.00
60,1,121,11287565,e20051397201020918904d89,6,5,1.00
70,1,103,5519885,e20051397201020918904d89,6,5,1.00
80,1,115,10761485,e20051397201020918904d89,6,5,1.00
90,1,102,16529165,e20051397201020918904d89,6,5,1.00
100,1,87,11287565,e20051397201020918904d89,6,3,0.60
110,1,87,5519885,e20051397201020918904d89,6,3,0.60
120,0,0,0,e20051397201020918904d89,6,0,0.00
130,0,0,0,e20051397201020918904d89,6,0,0.00
140,0,0,0,e20051397201020918904d89,6,0,0.00
150,0,0,0,e20051397201020918904d89,6,0,0.00
160,0,0,0,e20051397201020918904d89,6,0,0.00
170,0,0,0,e20051397201020918904d89,6,0,0.00
180,0,0,0,e20051397201020918904d89,6,0,0.00
190,0,0,0,e20051397201020918904d89,6,0,0.00
200,0,0,0,e20051397201020918904d89,6,0,0.00
210,0,0,0,e20051397201020918904d89,6,0,0.00
220,0,0,0,e20051397201020918904d89,6,0,0.00
230,0,0,0,e20051397201020918904d89,6,0,0.00
240,0,0,0,e20051397201020918904d89,6,0,0.00
250,0,0,0,e20051397201020918904d89,6,0,0.00
260,0,0,0,e20051397201020918904d89,6,0,0.00
270,0,0,0,e20051397201020918904d89,6,0,0.00
280,0,0,0,e20051397201020918904d89,6,0,0.00
290,0,0,0,e20051397201020918904d89,6,0,0.00
300,0,0,0,e20051397201020918904d89,6,0,0.00
10,1,248,11287565,e20051397201020918904d89,7,5,1.00
20,1,174,5519885,e20051397201020918904d89,7,5,1.00
30,1,141,10761485,e20051397201020918904d89,7,5,1.00
40,1,203,16529165,e20051397201020918904d89,7,5,1.00
50,1,171,11287565,e20051397201020918904d89,7,5,1.00
60,1,151,5519885,e20051397201020918904d89,7,5,1.00
70,1,133,10761485,e20051397201020918904d89,7,5,1.00
80,0,0,0,e20051397201020918904d89,7,0,0.00
