TagNo,Distance,Temperature,RealTemp,RSSI,FREQ,H_RSSI,H_FREQ,ID,Data,Detect
2,30,0,0,203,11287565,cb,ac3c0d,e20051397201021018904d85,441601cbac3c0d0e3000e20051397201021018904d85,1
2,40,0,0,201,5519885,c9,543a0d,e20051397201021018904d85,441601c9543a0d0e3000e20051397201021018904d85,1
2,50,0,0,176,10761485,b0,a4350d,e20051397201021018904d85,441601b0a4350d0e3000e20051397201021018904d85,1
2,60,0,0,148,16529165,94,fc370d,e20051397201021018904d85,44160194fc370d0e3000e20051397201021018904d85,1
2,70,0,0,89,11287565,59,ac3c0d,e20051397201021018904d85,44160159ac3c0d0e3000e20051397201021018904d85,1
2,80,0,0,0,0,0,0,,4405000000,0
2,90,0,0,0,0,0,0,,4405000000,0
2,100,0,0,119,16529165,77,fc370d,e20051397201021018904d85,44160177fc370d0e3000e20051397201021018904d85,1
2,110,0,0,0,0,0,0,,4405000000,0
2,120,0,0,80,5519885,50,543a0d,e20051397201021018904d85,44160150543a0d0e3000e20051397201021018904d85,1
2,130,0,0,0,0,0,0,,4405000000,0
2,140,0,0,21,16529165,15,fc370d,e20051397201021018904d85,44160115fc370d0e3000e20051397201021018904d85,1
2,150,0,0,5,11287565,05,ac3c0d,e20051397201021018904d85,44160105ac3c0d0e3000e20051397201021018904d85,1
2,160,0,0,0,0,0,0,,4405000000,0
2,170,0,0,0,0,0,0,,4405000000,0
2,180,0,0,0,0,0,0,,4405000000,0
2,190,0,0,0,0,0,0,,4405000000,0
2,200,0,0,0,0,0,0,,4405000000,0
2,10,0,0,253,16529165,fd,fc370d,e20051397201021018904d85,441601fdfc370d0e3000e20051397201021018904d85,1
2,20,0,0,235,11287565,eb,ac3c0d,e20051397201021018904d85,441601ebac3c0d0e3000e20051397201021018904d85,1
2,30,0,0,218,5519885,da,543a0d,e20051397201021018904d85,441601da543a0d0e3000e20051397201021018904d85,1
2,40,0,0,193,10761485,c1,a4350d,e20051397201021018904d85,441601c1a4350d0e3000e20051397201021018904d85,1
2,50,0,0,167,16529165,a7,fc370d,e20051397201021018904d85,441601a7fc370d0e3000e20051397201021018904d85,1
2,60,0,0,151,11287565,97,ac3c0d,e20051397201021018904d85,44160197ac3c0d0e3000e20051397201021018904d85,1
2,70,0,0,57,5519885,39,543a0d,e20051397201021018904d85,44160139543a0d0e3000e20051397201021018904d85,1
2,80,0,0,23,10761485,17,a4350d,e20051397201021018904d85,44160117a4350d0e3000e20051397201021018904d85,1
2,90,0,0,0,0,0,0,,4405000000,0
2,100,0,0,113,11287565,71,ac3c0d,e20051397201021018904d85,44160171ac3c0d0e3000e20051397201021018904d85,1
2,110,0,0,112,5519885,70,543a0d,e20051397201021018904d85,44160170543a0d0e3000e20051397201021018904d85,1
2,120,0,0,0,0,0,0,,4405000000,0
2,130,0,0,0,0,0,0,,4405000000,0
2,140,0,0,21,11287565,15,ac3c0d,e20051397201021018904d85,44160115ac3c0d0e3000e20051397201021018904d85,1
2,150,0,0,0,0,0,0,,4405000000,0
2,160,0,0,0,0,0,0,,4405000000,0
2,170,0,0,0,0,0,0,,4405000000,0
2,180,0,0,0,0,0,0,,4405000000,0
2,190,0,0,0,0,0,0,,4405000000,0
2,200,0,0,0,0,0,0,,4405000000,0
2,10,0,0,237,11287565,ed,ac3c0d,e20051397201021018904d85,441601edac3c0d0e3000e20051397201021018904d85,1
2,20,0,0,205,5519885,cd,543a0d,e20051397201021018904d85,441601cd543a0d0e3000e20051397201021018904d85,1
2,30,0,0,198,10761485,c6,a4350d,e20051397201021018904d85,441601c6a4350d0e3000e20051397201021018904d85,1
2,40,0,0,167,16529165,a7,fc370d,e20051397201021018904d85,441601a7fc370d0e3000e20051397201021018904d85,1
2,50,0,0,0,0,0,0,,4405000000,0
2,60,0,0,135,5519885,87,543a0d,e20051397201021018904d85,44160187543a0d0e3000e20051397201021018904d85,1
2,70,0,0,0,0,0,0,,4405000000,0
2,80,0,0,38,16529165,26,fc370d,e20051397201021018904d85,44160126fc370d0e3000e20051397201021018904d85,1
2,90,0,0,0,0,0,0,,4405000000,0
2,100,0,0,97,5519885,61,543a0d,e20051397201021018904d85,44160161543a0d0e3000e20051397201021018904d85,1
2,110,0,0,0,0,0,0,,4405000000,0
2,120,0,0,0,0,0,0,,4405000000,0
2,130,0,0,0,0,0,0,,4405000000,0
2,140,0,0,0,0,0,0,,4405000000,0
2,150,0,0,0,0,0,0,,4405000000,0
2,160,0,0,0,0,0,0,,4405000000,0
2,170,0,0,0,0,0,0,,4405000000,0
2,180,0,0,0,0,0,0,,4405000000,0
2,190,0,0,0,0,0,0,,4405000000,0
2,200,0,0,0,0,0,0,,4405000000,0
2,10,0,0,235,10761485,eb,a4350d,e20051397201021018904d85,441601eba4350d0e3000e20051397201021018904d85,1
2,20,0,0,236,16529165,ec,fc370d,e20051397201021018904d85,441601ecfc370d0e3000e20051397201021018904d85,1
2,30,0,0,216,11287565,d8,ac3c0d,e20051397201021018904d85,441601d8ac3c0d0e3000e20051397201021018904d85,1
2,40,0,0,176,5519885,b0,543a0d,e20051397201021018904d85,441601b0543a0d0e3000e20051397201021018904d85,1
2,50,0,0,161,10761485,a1,a4350d,e20051397201021018904d85,441601a1a4350d0e3000e20051397201021018904d85,1
2,60,0,0,105,16529165,69,fc370d,e20051397201021018904d85,44160169fc370d0e3000e20051397201021018904d85,1
2,70,0,0,57,11287565,39,ac3c0d,e20051397201021018904d85,44160139ac3c0d0e3000e20051397201021018904d85,1
2,80,0,0,40,5519885,28,543a0d,e20051397201021018904d85,44160128543a0d0e3000e20051397201021018904d85,1
2,90,0,0,102,10761485,66,a4350d,e20051397201021018904d85,44160166a4350d0e3000e20051397201021018904d85,1
2,100,0,0,133,16529165,85,fc370d,e20051397201021018904d85,44160185fc370d0e3000e20051397201021018904d85,1
2,110,0,0,117,11287565,75,ac3c0d,e20051397201021018904d85,44160175ac3c0d0e3000e20051397201021018904d85,1
